id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
13123290	CB	2783	build write xml	project compile problem cordova set build cordova follow error copyfilesync write d file code dtap zip tvglobo samara mobile platform android res xml res folder generate noformat ionic build android task ionic command description run ionic cli command version author microsoft corporation help module cache instal cordova module path cordova module cache instal ionic module path ionic info run app script build android cordova build prod start clean start clean finish copy start deeplink start deeplink finish ngc start ngc finish preprocess start preprocess finish webpack start copy finish webpack finish uglify start sass start sass finish cleancss start cleancss finish uglify finish postprocess start postprocess finish lint start build prod finish ionic cordova prepare android cordova prepare android android studio project detect cordova build android running command fail error error occur run cordova build android exit code android copy resource file copy resource platform android res raw copyfilesync write d file code dtap zip tvglobo samara mobile platform android res xml parsing dtap zip tvglobo samara mobile platform android res xml fail error enoent file directory open dtap zip tvglobo samara mobile platform android res xml fail ionic build android noformat log work build cordova noformat ionic build android task ionic command description run ionic cli command version author microsoft corporation help module cache instal cordova module path cordova module cache instal ionic module path ionic info run app script build android cordova build prod start clean start clean finish copy start deeplink start deeplink finish ngc start ngc finish preprocess start preprocess finish webpack start copy finish webpack finish uglify start sass start sass finish cleancss start cleancss finish uglify finish postprocess start postprocess finish lint start build prod finish ionic cordova prepare android cordova prepare android cordova build android lint finish run command android copy resource file copying resource platform android res raw dtap library developer xamarin android sdk macosx java javavirtualmachines content home read build config file dtap zip tvglobo samara mobile subproject path cordovalib incremental java compilation incubate feature prebuild date prereleasebuild date checkreleasemanifest cordovalib prebuild date cordovalib prereleasebuild date cordovalib checkreleasemanifest cordovalib preparereleasedependencies cordovalib compilereleaseaidl cordovalib compilereleasendk date cordovalib compilelint cordovalib copyreleaselint date cordovalib mergereleaseshader cordovalib compilereleaseshader cordovalib generatereleaseassets cordovalib mergereleaseassets cordovalib mergereleaseproguardfile cordovalib packagereleaserenderscript date cordovalib compilereleaserenderscript cordovalib generatereleaseresvalues cordovalib generatereleaseresource cordovalib packagereleaseresource cordovalib processreleasemanifest cordovalib generatereleasebuildconfig cordovalib processreleaseresource cordovalib generatereleasesources cordovalib incrementalreleasejavacompilationsafeguard cordovalib compilereleasejavawithjavac cordovalib compilereleasejavawithjavac incremental output change previous execution etc cordovalib processreleasejavares date cordovalib transformresourceswithmergejavaresforrelease cordovalib transformclassesandresourceswithsynclibjarsforrelease cordovalib mergereleasejnilibfolder cordovalib cordovalib cordovalib bundlerelease prepareandroidcordovalibunspecifiedreleaselibrary predebugbuild date cordovalib predebugbuild date cordovalib checkdebugmanifest cordovalib preparedebugdependencie cordovalib compiledebugaidl cordovalib compiledebugndk date cordovalib copydebuglint date cordovalib mergedebugshaders cordovalib compiledebugshader cordovalib generatedebugassets cordovalib mergedebugassets cordovalib mergedebugproguardfiles cordovalib packagedebugrenderscript date cordovalib compiledebugrenderscript cordovalib generatedebugresvalue cordovalib generatedebugresource cordovalib packagedebugresource cordovalib processdebugmanifest cordovalib generatedebugbuildconfig cordovalib processdebugresources cordovalib generatedebugsource cordovalib incrementaldebugjavacompilationsafeguard cordovalib compiledebugjavawithjavac cordovalib compiledebugjavawithjavac incremental output change previous execution etc cordovalib processdebugjavares date cordovalib transformresourceswithmergejavaresfordebug cordovalib transformclassesandresourceswithsynclibjarsfordebug cordovalib mergedebugjnilibfolders cordovalib cordovalib cordovalib bundledebug preparereleasedependencies compilereleaseaidl compilereleaserenderscript generatereleasebuildconfig generatereleaseresvalues generatereleaseresource mergereleaseresources processreleasemanifest processreleaseresource generatereleasesources incrementalreleasejavacompilationsafeguard compilereleasejavawithjavac compilereleasejavawithjavac incremental output change previous execution etc compilereleasendk date compilereleasesource lintvitalrelease mergereleaseshader compilereleaseshader generatereleaseassets mergereleaseassets transformclasseswithdexforrelease mergereleasejnilibfolder processreleasejavares date transformresourceswithmergejavaresforrelease validatesigningrelease packagerelease assemblerelease cdvbuildrelease build successful total time sec build follow dtap zip tvglobo samara mobile platform android build output apk android ionic build android noformat guess provide sample project problem code artifact try time build aways remove platform add build work fail	['build']	1	1	Closed
12599548	CB	2783	cordovawebview android lifecycle handling	upgrade project cordova cordova cordovawebview instead droidgap problem functionality camera issue camera show picture return onsuccess onerror call note write external storage permission set	['api-change']	3	1	Closed
13087392	CB	2783	nosuchmethoderror virtual method lang class landroid app activity	problem problem reproduce android api level device api level problematic code code java public class helloworldbridge extend cordovaplugin string permission private static int protect void plugininitialize onstart public void onstart permission public void intent public void requestcode string permission int grantresult throw jsonexception permission grantresult requestcode int grantresult packagemanager return runnable public void run grant code stack trace code java nosuchmethoderror virtual method lang class landroid app activity super class declaration activity appear framework method code investigation accord doc int method require android api workaround wrap requestpermission code build build	['bug']	3	1	Closed
12547699	CB	2783	junit test add repository	exist junit test old prototype version feature need add repository	['cordovawebview']	3	7	Closed
12682148	CB	2783	keycode getting identify throw error android kitkat	get google nexus phone today try test app part work fine follow error frequently part work idea error mean search internet find google change webkit chromium provide detail solution talk phonegap cordova support confirm issue log defect error implement reach virtual void const custom method create convert user enter value currency format problem happen time press delete button keypad code function maxlength try var val var len var char var pattern new char del return false catch function type var var add del sub new sub sub sub sub sub sub new return crash error phone screen sample provide work enter number format currency special character allow enter special character issue here app run cordova jquery mobile android kit kat device nexus wait reply certify app android	['patch']	3	1	Closed
12560680	CB	2783	create copy correctly project content new project directory	checkout current master try create new project create script fail copy correctly child directory trace emergya cordova create emergya cordova zip android zipdemo set aleiva work emergya cordova zip android package activity zipdemo android list target grep jar jar building jar aleiva work emergya cordova android framework build successful total time second template project cordova aleiva work emergya cordova zip android asset www aleiva work emergya cordova zip android create regular file aleiva work emergya cordova zip android file directory	['patch']	3	1	Closed
12603826	CB	2783	filetransfer support multiple file	plugin able post multipart multiple file work android think good feature box mind share code problem input parameter differ bit break exist contract upload function	['file', 'files', 'filetransfer', 'multipart', 'multiple', 'post', 'transfer', 'upload']	4	4	Closed
13102716	CB	2783	gradle android plugin dsl change break include cordovalib	android studio use new dsl break dependency list directly affect cordova plugin work library module add remove android platform basically android studio update cordova project work properly new version android studio update depend	['android-next']	1	1	Closed
12607480	CB	2783	panorama option miss phonegap app ice cream sandwich	panoramic picture option miss phonegap camera option available stock android camera app ice cream sandwich panoramic picture option add phonegap camera	['camera', 'panoramic']	4	4	Closed
13116498	CB	2783	install plugin android platform	try create android ios plugin try cordova throw error step follow plugman create myplugin myplugin plugman platform add android cordova create myapp myapp cordova platform add plugman install android output create new cordova project cordova fetch cordova add android project create cordova project android platform path platform android package hellocordova activity mainactivity android target subproject path cordovalib android project create cordova discover plugin cordova plugin whitelist add project instal cordova plugin whitelist android plugin applicable version cordova android great previous platform version need plugin whitelist build add cordova plugin whitelist save plugin info cordova plugin whitelist flag autosave detect save file instal android unable load platformapi platform error find module diego cordovaplayground myapp cordova platform android appear valid cordova platform miss android support fail install error android platform local lib plugman cordova lib src cordova local lib plugman cordova lib src platform handleinstall local lib plugman cordova lib src plugman local lib plugman cordova lib src plugman fulfil local lib plugman local lib plugman local lib plugman local lib plugman flush local lib plugman combinedtickcallback internal process android platform help appreciate thank edit remove formatting	['api.js', 'cordova-android-osx']	3	1	Closed
12665461	CB	2783	create project compatible android studio	right way import cordova android project create cordova cli android studio import eclipse export compatible android studio import android studio good project directly import android studio	['features']	4	5	Closed
13139952	CB	2783	network information plugin fail cordova android	cordova plugin network information fail build android cordova version	['android-next']	3	1	Closed
12553296	CB	2783	phonegap trigger gps	try position gps implement example test problem app trigger gps current position check datum enable code device properties example wait cordova load ondeviceready false cordova ready function ondeviceready onerror onsuccess geolocation function var element latitude longitude altitude accuracy altitude accuracy heading speed timestamp new onerror callback receive positionerror object function message finding geolocation xml file	['android', 'geolocation', 'gps', 'phonegap']	3	1	Closed
12600664	CB	2783	javascript callback break runonuithread facebook sso	work alternative facebookconnect plugin require javascript sdk check stick authorizedialog return call success sendjavascript work anymore sure miss break source code find check login function code java final facebookconnect new callbackid runnable runnable new runnable public void run permission code onactivityresult return code java public void requestcode int resultcode intent datum resultcode datum resultcode datum work code love feedback clearly goog java dev fully understand happen	['android', 'plugin']	3	1	Closed
12659242	CB	2783	guide embed cordova webview android date instruction	document information date cordova bullet point say use bin create fetch file unneccessary bullet point say copy src org apache cordova droidgap placeholder guide refer bullet point say method go wrong document formatting part point override method readable bullet point say copy deprecate	['documentation']	4	4	Closed
13121709	CB	2783	release signing work	cordova android master set sign release build specify keystore password file output cordova build android follow code local caskroom android java javavirtualmachines contents home reading build config file read keystore studio start gradle daemon subsequent build fast wrapper build successful actionable task execute subproject path cordovalib subproject path app start gradle daemon subsequent build fast publishnondefault deprecate effect anymore variant publish download method deprecate schedule remove gradle use instead android app cordovalib prebuild date cordovalib prereleasebuild date cordovalib compilereleaseaidl cordovalib compilereleaserenderscript cordovalib checkreleasemanifest cordovalib generatereleasebuildconfig cordovalib preparelintjar cordovalib generatereleaseresvalues cordovalib generatereleaseresource cordovalib packagereleaseresource cordovalib platformattrextractor cordovalib processreleasemanifest cordovalib javaprecompilerelease cordovalib processreleasejavares source app prebuild date app prereleasebuild app compilereleaseaidl cordovalib packagereleaserenderscript source app compilereleaserenderscript app checkreleasemanifest app generatereleasebuildconfig app preparelintjar app generatereleaseresvalues app generatereleaseresource app mergereleaseresource app createreleasecompatiblescreenmanifest app processreleasemanifest app splitsdiscoverytaskrelease app compilereleasendk source cordovalib mergereleaseshader cordovalib compilereleaseshader cordovalib generatereleaseasset cordovalib mergereleaseasset app mergereleaseshader app compilereleaseshader app generatereleaseasset app mergereleaseasset app extracttrywithresourcessupportjarrelease cordovalib compilereleasendk source cordovalib mergereleasejnilibfolder cordovalib transformnativelibswithmergejnilibsforrelease cordovalib transformnativelibswithintermediatejnilibsforrelease app mergereleasejnilibfolder app processreleasejavares source cordovalib processreleaseresource cordovalib generatereleasesource cordovalib compilereleasejavawithjavacnote input file use override deprecated api note recompile deprecation detail cordovalib transformclassesandresourceswithprepareintermediatejarsforrelease app processreleaseresource app generatereleasesource app javaprecompilerelease app compilereleasejavawithjavac app compilereleasesource app transformclasseswithstackframesfixerforrelease app transformclasseswithdesugarforrelease app transformclasseswithpredexforrelease app transformdexwithdexforrelease app transformnativelibswithmergejnilibsforrelease app transformresourceswithmergejavaresforrelease app packagerelease app lintvitalrelease app assemblerelease app cdvbuildrelease build successful actionable task execute build follow android app build output apk release android release code	['android-next']	1	1	Closed
12896192	CB	2783	audio player keep play incoming come marshmallow	cause use phone state early version android possible behaviour listen phone state plugin probably update	['android']	3	1	Closed
12653402	CB	2783	link market support	add link google play html page example link market click link get popup name application error content protocol support remember have issue old version cordova cordova etc	['android', 'google-play', 'inappbrowser', 'market']	3	1	Closed
12950773	CB	2783	resolvelocalfilesystemurl fail android	var directoryreader run good	['android', 'patch']	3	1	Reopened
12666226	CB	2783	good way customize androidmanifest	good approach create customize template platform add android want customize www androidmanifest currently level www customize www good approach possible recommend customize platform template recommend good approach set androidmanifest want default setting	['documentation']	5	3	Closed
12632629	CB	2783	cleanup usage deprecate plugin	remove use deprecate plugin testing code	['test']	4	1	Closed
13132516	CB	2783	jquery mobile style lose append jquery	sure consider bug unlikely encounter field add jquery ondeviceready jquery mobile style lose minimal example ondeviceready function field add ondeviceready style appropriately akward find workaround cordova style special way solution highly appreciate	['jquerymobile', 'jquery']	3	1	Closed
12684452	CB	2783	geolocation work android phone version	recently come issue development phonegap app need fetch current location user try code provide documentation version work samsung samsung have version work phone have version give timeout error tell solution wait fix bug soon possible	['geolocation', 'issue', 'timeout']	3	1	Closed
12765537	CB	2783	cordova application crash android	run app cordova old android app crash fine cordova find log debug signal sigsegv code fault addr debug debug debug debug cpsr debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug scr debug debug debug debug debug code debug debug debug debug debug debug debug code debug debug debug debug debug debug debug stack debug lib debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug debug bootreceiver copy tombstone dropbox contentservice binderdie observernode system surfaceflinger disp activitymanager process xxxxxxxxxxxxxxxxxxxx pid die	['android']	3	1	Closed
12623676	CB	2783	iframe work	iframe load webpage work fine android work android element inside webpage disabled able type click button search add iframe tag able type input element inside webpage iframe able scroll left right webpage	['android', 'javascript', 'jquery', 'phonegap']	3	1	Closed
12547694	CB	2783	history management droidgap	maintain history currently jquery mobile work mititgation technique cause lot bug droidgap class	['cordovawebview']	3	7	Closed
12618874	CB	2783	feature req open local file android filesystem	look functionality open local file android file system case download file store sdcard link file give blank white window text undefined implement script open file download filesystem like pdf edit feature request	['android', 'file', 'local', 'system']	1	2	Closed
12548311	CB	2783	android hidekeyboar event trigger fullscreen app	java code public void int flag windowmanager layoutparams int mask flag windowmanager layoutparams mask code function function event trigger function event trigger code work expect comment setflags method setflags method inside javacode app completely fullscreen event raise look console keyboard appear showkeyboard ignore event onmeasure method old height height old width width ignore event hidekeyboard onmeasure method old height height old width width ignore event hope help	['events', 'hidekeyboard', 'keyboard', 'showkeyboard']	3	1	Closed
12615036	CB	2783	work	update history javascript page depend replace history certain filter select actually cause page reload	['bug', 'history']	2	1	Closed
12600319	CB	2783	work phonegap	work samsung galaxy tab alert error occur capture undefined press capture audio button work samsung galaxy tab emulator	['android', 'audio', 'capture', 'phonegap']	5	1	Closed
12677890	CB	2783	devicemotion plugin mobile spec failures aosp grouper build	test android aosp build old nexus grouper accelerometer test fail new accelerometer support browser case use accelerometer support browser interfere	['kitkat']	4	1	Closed
12832380	CB	2783	failure lollipop present	filewriter write method fail android lollipop version external sdcard present simple test case code javascript function fwritetest file write datadirectory resolvelocalfsurlwin resolvelocalfsurlerr function err function win create true exclusive false getfilewin getfileerr function file err function file win file win good file fail text go hereee writer err test fwritetest code contain follow permission good code android device different android version android emulator android test environment emulator enter size card option result noformat android extsd xperia sola level tag text chromium info start file write source chromium info cdv datadirectory data source assetfilesystem asset manifest find recursive copy directory listing slow chromium info resolve win source chromium info file win source test file chromium info write file win source android sdcard sdcard emulator android extsd xperia compact level tag text chromium info start file write source chromium info cdv datadirectory data source assetfilesystem asset manifest find recursive copy directory listing slow chromium info resolve win source chromium info file win source contextimpl fail ensure directory android medium chromium info write file fail file source android extsd android sdcard emulator android sdcard emulator noformat result logcat console android sdk tool monitor tool use crosswalk stable version default webview test system webview problem persist printed error write fail error code read apache cordova plugin error code meaning error replace path try cachedirectory tempdirectory filesystem path like localfilesystem persistent case modify resolvelocalfilesystemurl requestfilesystem method argument issue persist miss configuration permission bug update debugging time find possible problem lollipop time try write datadirectory path system check android medium external sdcard exist create happen case external sdcard present trigger error event file create save specify path issue error event call probably depend success event change app behaviour upgrade xperia sola unofficial lollipop thing happen xperia compact stock version root interfere system plugin issue lollipop relate update know relate storage directory structure internal memory external sdcard external sdcard present internal memory nexus content symlink search multi user purpose app backward compatibility cordova plugin file doc note external storage mount property null external sdcard path link happen kitkat lollipop normal think refer directory removable sdcard present fallback test real device update test phonegap developer app work	['file', 'filewriter', 'writer']	2	1	Closed
13148636	CB	2783	document cordova plugin resource location break build	late documentation specifie example target res value location cause error imply old project style create pre cordova android build fail specifically presence res directory cause cordova android assume eclipse non android studio project cordova android framework src org apache turn cause cordova look cordova android framework src org apache cordova android long create file build fail know new location poke arround android studio good guess example app src main res value unsure actually correct	['documentation']	4	3	Resolved
12641061	CB	2783	create script incorrect create issue create new app	create new app android line follow list target grep tail cut list target grep api level tail cut getting start guide say create path tool platform tool error show tool directory line use actually run actual android tool list target translate tool list target run list target translate tool android list target run	['android', 'create', 'script']	3	1	Closed
13118245	CB	2783	semver property find block emulator	run application android emulator error read property semver exit process log trace cordova run android code build successful total time sec command finish error code vincentherl document lira platform android gradlew vincentherl document lira platform android true build follow vincentherl document lira platform android build output apk android script find hook vincentherl library android sdk java javavirtualmachines content home running command adb devices command finish error code adb device run command avdmanager list avd command finish error code avdmanager list avd error read property semver null code mabe way line	['osx', 'run']	3	1	Closed
12617296	CB	2783	create use wget curl available	curl usually instal default linux distro use wget curl available nice check wget curl availability early exclude issue fail download file like networking etc	['android', 'create', 'curl', 'wget']	4	4	Closed
12598405	CB	2783	problem motorola xoom android	have problem similar describe step reproduce problem use sample gwt phonegap file attach init phonegap test file procedure motorola xoom android save method consistently fail go network airplane mode second log statement error give recoverable fail use file long close app open sample work fine google nexus phone motorola droid phone different samsung galaxy tabs expected output instead work xoom device version product operating system gwt possible check device confirm device specific problem error attach long log socketexception sendto fail etimedout connection time cause errnoexception sendto fail etimedout connection time method gwt phonegap test file log file attach thank	['etimedout', 'motorola', 'xoom']	4	1	Closed
13123985	CB	2783	android build fail plugin browsertab execution fail task transformclasseswithdexfordebug	instal plugin call cordova plugin browsertab fresh ionic project add android platform build return error go wrong execution fail task transformclasseswithdexfordebug transformexception processexception executionexception dexexception multiple dex file define lorg apache cordova permissionhelper remove plugin work fine plugin work browser serve page issue try build android cli package cli util ionic ionic cli global package cordova cordova cli local package app script cordova platforms android ionic framework ionic angular system node npm windows environment variable set misc backend pro list plugin instal cordova plugin browsertab cordova plugin browsertab cordova plugin compat compat cordova plugin device device cordova plugin ionic webview ionic wkwebview engine cordova plugin splashscreen splashscreen cordova plugin whitelist whitelist ionic plugin keyboard keyboard android deployment work fine remove browser tab application build fine fresh ionic project browsertab setup firebase app firebase display redirect authorisation login setup login google facebook etc unable login social medium cheer dan	['build']	1	1	Closed
13086759	CB	2783	cordova build fail android io	follow create cordova app cordova requirement requirement check result android java jdk instal android sdk instal true android target instal gradle instal android studio requirement check result io apple instal darwin xcode instal io deploy instal io deploy find download build install version great path npm install io deploy cocoapods instal error requirement check fail sudo npm install io deploy perm true cordova requirement requirement check result android java jdk instal android sdk instal true android target instal gradle instal android studio requirements check result io apple instal darwin xcode instal io deploy instal cocoapods instal cordova build cordova build android open library android sdk java javavirtualmachines content home error spawn eacces cordova build io build fail follow build command fail phasescriptexecution directory open library developer xcode deriveddata helloworld fqxzydxnjuyjjobwofitkplrpyef build intermediate debug iphonesimulator failure error error code command xcodebuild args open nodeproject cordova project hello platform io cordova build platform ios simulator iphone build open nodeproject cordova project hello platform ios build emulator open nodeproject cordova project hello platform ios build sharedpch	['starter']	3	1	Closed
13103044	CB	2783	bump java compatibility android code	depend	['android-next']	3	7	Closed
13167388	CB	2783	expose gradle configuration property assist align google play services firebase	time plugin developer like plugin import google play services dependency addition android support library appcompat far big problem encounter user gradle transistorsoft cordova background geolocation multiple plugin import different version service firebase library plugin author wrong thing simply use version cordova plugin arnesson cordova plugin firebase blob master solution user edit platform android transistorsoft cordova background geolocation good long term solution file volatile expose custom config property plugin transistorsoft cordova background geolocation blob master nice user align google play firebase support dependency plugin expose transistorsoft cordova background geolocation play service version helpful property plugin help cordova android expose variable app manner cdvcompilesdkversion cdvbuildtoolsversion cdvminsdkversion like follow property add cdvgoogleplayservicesversion cdvsupportlibversion note cdvgoogleplayservicesversion name cdvgoogleapiversion common firebase google play services dependency align version like able access property plugin transistorsoft cordova background geolocation blob master instead plugin custom variable react native app provide direct control level like transistorsoft background geolocation demo blob master android party plugin check existence gradle config properties import google dependency like transistorsoft react native background geolocation blob master android technique recommend document gradle tips studio build gradle tips search project wide property	['build']	3	4	Resolved
13126951	CB	2783	camera fail open picture sue proguard android environment	camera plugin fail open generate null point exception error use proguard project error follow uncaught exception plugin nullpointerexception attempt invoke virtual method xmlresourceparser packagemanager string null object reference method proguard set line plugin classse public class extend cordovaplugin	['android', 'plug-in']	2	1	Closed
12633809	CB	2783	indexof method base url throw nullpointerexception base url app view come null	indexof method base url throw nullpointerexception base url app view come null plugin main activity pause state	['exception-handling', 'nullpointerexception']	3	1	Closed
12661039	CB	2783	phonegap strange repeat upload problem	issue web try tell	['javascript']	3	1	Closed
13030060	CB	2783	create apk bit arm architecture	way produce apk architecture install build android true result apk include lib file unzip build output apk test enable build apk bit architecture cdvbuildarch support additional value	['android-next', 'build', 'easyfix']	3	4	Closed
12600648	CB	2783	work activity	work clean simple facebook connect plugin stuck android implementation find case work facebookconnect sso require onactivityresult override intent facebook application method call plugin hack piece code inside main activity broadcast intent plugin code java public void requestcode int resultcode intent datum error datum null onactivityresult requestcode resultcode error resultcode datum activity datum new intent requestcode resultcode code work intent intent plugin point callback work sure actual bug guess probably able answer thank	['android']	3	1	Closed
12548078	CB	2783	enable audio background	enable audio continue play app background	['features']	5	2	Closed
12541391	CB	2783	android unable download subdomain underscore	try download image dev server keep get error url dev server contain underscore soon underscore remove subdomain app download file relate android plugin use native download action	['download']	3	1	Closed
13126986	CB	2783	android production release apk load web host css	test locally cordova run android work fine build sign release deploy google play developer console externally load css file load screenshot file ultimate app wine tasting uilaunchstoryboardname cdvlaunchscreen need access camera upload photo wine label need access photo library select photo wine label miss file problem cordovoa need additional configuration advise stump	['security']	2	1	Closed
12669016	CB	2783	android storage api	accord documentation storage api provide core cordova remove android core documentation version access storage api build cordova require cli add plugin describe command line interface quote add xml config page following error quote error add plugin storage exec unknown plugin storage classnotfoundexception storage method quote documentation wrong storage class incorrectly delete note storage code provide jar java code branch delete commit	['android', 'storage']	3	1	Closed
12607602	CB	2783	false logic native watchposition clearwatch	note bug android native geolocation implementation speak happen platform feeling bug symptomatic implementation exist platform description watchposition call call getcurrentlocation result native getlocation make native addwatch android addwatch callback ids getlocation callback id store separate datum structure bug see clearwatch watch operation implicit getcurrentlocation callback invoke watch operation remove stop native corresponding getcurrentlocation operation compliant spec state callback watch operation invoke bad cause bug android gps shut clearwatch stop location listener iff callback invoke actually skim code see location listener stop getcurrentposition issue sure potential issue javascript native knowledge getcurrentlocation callback watch operation normal independent one possibly remove callback implicit getcurrentlocation operation clearwatch possibly know stop listen location update	['clearwatch', 'geolocation', 'watchposition']	3	1	Closed
12632611	CB	2783	tel link stop work	javascript code tel phonenumber work phonegap early version build app recently work throw weird html browser page say problem open uri build exact code phonegap work expect pop dialer phone number pre fill	['android', 'javascript', 'phone', 'phonegap']	3	1	Closed
12681600	CB	2783	video player error	video player load video memory weburl	['android', 'video']	3	1	Closed
